content_asli,teks_bersih,score,sentimen,at,panjang_asli,panjang_bersih,thumbsUpCount
barang bagus sesuai depkrisi,barang bagus sesuai depkrisi,5,Positif,2026-05-14 06:38:42,4,4,0
baguss murah meriah,baguss murah riah,5,Positif,2026-05-14 06:37:58,3,3,0
ok sin,sin,5,Positif,2026-05-14 06:34:33,2,1,0
"Shopee ku makin error, masa ngga kelihatan harganya, tulisannya juga bertumpuk. di halaman co juga cm kelihatan buat pesanan aja, ngga bisa discroll.",makin error masa tidak lihat harga tulis tumpuk halaman co cm lihat buat pesan tidak discroll,1,Negatif,2026-05-14 06:27:16,23,16,0
"njissss tiap buka apk apa apa selalu kelempar ke apk ini, lgi buka wttpd tiba2 kelempar ke apk ini, bisa ga si jgn rusak mod org, kalo butuh jg pasti bka apk ini",njissss tiap buka apa apa selalu lempar lgi buka wttpd tiba lempar tidak si jgn rusak mod org kalau butuh bka,1,Negatif,2026-05-14 06:24:21,33,21,1
aplikasi yang sangat bagus menampilkan berbagai barang dengan kualitas baik dan selalu tepat waktu saat kirim barang!!!,sangat bagus tampil bagai barang kualitas baik selalu tepat waktu kirim barang,5,Positif,2026-05-14 06:23:31,17,12,0
Aplikasi admin penjual. LBH murah spk sebellah ap bila JD penjual untuk meng aktifkan gratis ongkir ajj biaya tambahan nya LBH mahal dr PD toko sebelah,admin jual lebih murah spk sebel ap bila jd jual meng aktif gratis ongkos kirim ajj biaya tambah lebih mahal dr toko belah,1,Negatif,2026-05-14 06:17:30,26,23,0
"main blokir ja alikasi ini mentang mentang naik daun,",main blokir ja alikasi mentang mentang naik daun,1,Negatif,2026-05-14 06:17:13,9,8,0
suka pakai shopee Krn bnyk pilihan nya cepat akurat dn ramah kurirnya,suka pakai bnyk pilih cepat akurat dn ramah kurir,5,Positif,2026-05-14 06:16:29,12,9,0
sangat bagus trs cepat terimakasih shopee,sangat bagus trs cepat terimakasih,5,Positif,2026-05-14 06:14:09,6,5,0
cepat sip,cepat sip,5,Positif,2026-05-14 06:13:20,2,2,0
"tolong dihapus aja fitur jemput paket di shopee seller. karena kurir tidak mau jemput, paket berhari-hari di rumah seller, sampai akhirnya harus kirim sendiri ke counter. merugikan seller dan buyer, menunggu sesuatu yg tdk pernah ada",hapus fitur jemput paket seller kurir tidak mau jemput paket hari hari rumah seller akhir kirim sendiri counter rugi seller buyer tunggu tdk pernah,2,Negatif,2026-05-14 06:13:02,36,24,110
yoi,yoi,5,Positif,2026-05-14 06:11:53,1,1,0
"menurut ku bgus blnja di shoope, harga ongkirnya murah",bgus blnja shoope harga ongkirnya murah,5,Positif,2026-05-14 06:10:11,9,6,0
layanan cepat dan aman,layan cepat aman,5,Positif,2026-05-14 06:07:57,4,3,0
"mudah,murah,terpercaya",mudah murah percaya,5,Positif,2026-05-14 06:03:56,1,3,0
ribet banget,ribet banget,1,Negatif,2026-05-14 05:57:23,2,2,0
mantappp tidk pernah gagal,mantappp tidk pernah gagal,5,Positif,2026-05-14 05:57:05,4,4,0
bintang 5 bossku,bintang bossku,5,Positif,2026-05-14 05:51:27,3,2,0
pas,pas,5,Positif,2026-05-14 05:41:36,1,1,0
cepat tepat,cepat tepat,5,Positif,2026-05-14 05:37:49,2,2,0
ni XD,ni xd,2,Negatif,2026-05-14 05:35:11,2,2,0
memudahkn Mecari barang yang didapat,memudahkn mecari barang dapat,5,Positif,2026-05-14 05:33:19,5,4,0
Mantap....!👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,bagus,5,Positif,2026-05-14 05:32:27,1,1,0
shopee Sangat membantu saya dan orang lain dalam memberi layanan pembelian dan penjualan produk.,sangat bantu orang beri layan beli jual produk,5,Positif,2026-05-14 05:27:53,14,8,0
aku lagi baca wp tp kamu ganggu muluu dahal aku udh dow kamuuu sopiiii,baca wp kamu ganggu muluu dahal dow kamuuu sopiiii,1,Negatif,2026-05-14 05:19:27,14,9,1
sangat mudah untuk segala nya,sangat mudah segala,5,Positif,2026-05-14 05:19:00,5,3,0
Bagus banget,bagus banget,5,Positif,2026-05-14 05:18:47,2,2,0
Suka bnget blnja dishopee...apk yg maksimal untuk belanja sesuka hati apapun bisa belanja mempermudah belanja,suka bnget blnja dishopee maksimal belanja suka hati apa belanja mudah belanja,5,Positif,2026-05-14 05:13:17,15,12,0
tdk bagus,tdk bagus,5,Positif,2026-05-14 05:09:41,2,2,0
gak pernah kecewa dg aplikasi shopi.barang selalu sesuai dan lbh mudah transaksinya.rekomond bngt pokoknya,tidak pernah kecewa shopi barang selalu sesuai lebih mudah transaksi rekomond banget pokok,5,Positif,2026-05-14 05:07:54,14,13,0
Pusat belanja terlengkap dan murah,pusat belanja lengkap murah,5,Positif,2026-05-14 05:01:06,5,4,0
oke membantu,bantu,5,Positif,2026-05-14 04:18:14,2,1,0
shopee dpat membatu kami untk berbelaja lbh murah dan berkualitas baik 😊😊👍👍👍,dpat batu untk baja lebih murah kualitas baik,5,Positif,2026-05-14 04:10:02,12,8,0
sangat membangu,sangat membangu,5,Positif,2026-05-14 04:04:17,2,2,0
The most supportive shopping place right now,the most supportive shopping place right now,5,Positif,2026-05-14 04:03:45,7,7,0
Jempol...pol...,jempol pol,5,Positif,2026-05-14 03:59:58,1,2,0
"IKLAN YANG SANGAT MENGGANGGU padahal sudah bagus aplikasinya, sayang sekali selalu mengganggu ketika kita buka aplikasi lain, tiba"" dihubungkan ke halaman shopee. Jadi males download shopee sekali lagi bisa diperbaiki JANGAN MENGGANGGU! IKLAN SAMPAH!",iklan sangat ganggu padahal bagus aplikasi sayang sekali selalu ganggu buka tiba hubung halaman jadi males download sekali baik jangan ganggu iklan sampah,1,Negatif,2026-05-14 03:50:32,34,23,0
bagus dan nyaman,bagus nyaman,5,Positif,2026-05-14 03:44:27,3,2,0
"aplikasi ini bagus, cuma mengganggu saya saat membuka aplikasi lain. iklannya ada aja setiap detik padahal saya gk ngentuh/belum nyentuh aja sudah di suruh buka aplikasi shopee. tolong jgn banyak2 iklan di aplikasi lain dong🙏 apalagi saat gk nyentuh iklan nya.",bagus cuma ganggu buka iklan detik padahal tidak ngentuh belum nyentuh suruh buka jgn banyak iklan tidak nyentuh iklan,3,Netral,2026-05-14 03:40:37,41,19,0
saya tidak bisa mengambil kembali saldo saya karena saya tidak bisa login kembali karena kehilangan nomor telp saya. setidaknya uang kami bisa dikembalikan. jangan menjebak kami.,tidak ambil saldo tidak login hilang nomor telp uang kembali jangan jebak,1,Negatif,2026-05-14 03:38:56,26,12,0
semoga dapat membantu,moga bantu,4,Positif,2026-05-14 03:36:20,3,2,0
sangat membatu kita tinggal nunggu aja di rumah,sangat batu tinggal nunggu rumah,5,Positif,2026-05-14 03:29:52,8,5,0
belanja bae guamah biar kata nganggur ge bagen yg penting hati gua senang biar kata kasbon bae ke bos huahahahahaydedeh,belanja bae guamah biar kata nganggur ge bagen penting hati gua senang biar kata kasbon bae bos huahahahahaydedeh,5,Positif,2026-05-14 03:22:22,20,18,0
emejing,emejing,5,Positif,2026-05-14 03:17:05,1,1,0
aplikasi belanja online yang oke banyak pilihan dengan harga hemat,belanja online banyak pilih harga hemat,5,Positif,2026-05-14 03:16:24,10,6,0
cukup bintang yang berbicara,cukup bintang bicara,5,Positif,2026-05-14 03:00:08,4,3,0
TLG DONG IKLANNYA GANGGU BGT!!!!,iklan ganggu banget,1,Negatif,2026-05-14 02:44:03,5,3,0
baru pake COD 6x COD udh eror / gk bisa di pake buruk,baru pake bayar tempat bayar tempat eror tidak pake buruk,1,Negatif,2026-05-14 02:27:14,13,10,0
"kegunaan,koin in untuk apa",guna koin in apa,5,Positif,2026-05-14 02:26:53,4,4,0
kenapa sih skrg shopee KLO pake akun baru harganya tetep aja mahal,sekarang kalau pake akun baru harga tetep mahal,4,Positif,2026-05-14 02:19:02,12,8,0
mantap 👍,bagus,5,Positif,2026-05-14 02:18:46,2,1,0
ada beberapa toko yg nakal... barang dikirim tdk sesuai lalu saat di ajukan pengembalian malah lama prosesnya...,beberapa toko nakal barang kirim tdk sesuai lalu aju kembali malah lama proses,2,Negatif,2026-05-14 02:18:42,17,13,0
Paket lebih sepuluh hari stuck di status proses terus paket tidak sampai ke tangan konsumen saya 4 kali bikin laporan chat cs shoope cht cs spx tau tau nya paket saya di retur gitu aja gak ada solusi sama sekali.,paket lebih puluh hari stuck status proses terus paket tidak tangan konsumen kali bikin lapor chat cs shoope cht cs spx tau tau paket retur gitu tidak solusi sama sekali,1,Negatif,2026-05-14 02:13:28,40,30,0
"shopee nya sebenernya gak masalah, tapi spx express nya yg sering bermasalah, sering bgt pesanan stuck di DC di beberapa tempat, ntah karena kebanyakan pesanan atau memang pihak expedisi nya yg ngaret, saran sih tambahin expedisi kek j&t atau JNE kalo memang kewalahan, daripada kehilangan customer",sebenernya tidak masalah spx express sering masalah sering banget pesan stuck dc beberapa tempat ntah banyak pesan memang pihak expedisi ngaret saran tambahin expedisi kek jne kalau memang kewalahan hilang customer,1,Negatif,2026-05-14 02:07:06,46,31,0
"apk ini sangat lengkap ,& cukup mmbantu dalam kebutuhan dalam sgla hal..",sangat lengkap cukup mmbantu butuh sgla,5,Positif,2026-05-14 02:05:21,12,6,0
semoga toko2 fiktif dshopee cepat2 dhpus..sering kcewa dengn toko2 fiktif,moga toko fiktif dshopee cepat dhpus sering kcewa dengn toko fiktif,5,Positif,2026-05-14 01:44:14,10,11,0
baik barang sampe dengan kondisi aman,baik barang sampe kondisi aman,5,Positif,2026-05-14 01:26:20,6,5,0
jangan coba² transfer atau bayar qris lewat saldo shopeepay. bisa terjadi saldo berkurang namun tidak sampai. gunakan shopee untuk belanja saja. kalaupun shopeepay nya di isi itu untuk belanja barang bukan untuk bayar qris/ transfer,jangan coba transfer bayar qris lewat saldo shopeepay jadi saldo kurang tidak guna belanja kalaupun shopeepay isi belanja barang bukan bayar qris transfer,1,Negatif,2026-05-14 01:25:33,35,23,1
"tolong iklan shopee nya di kurangin ya, lama lama bikin emosi klu lagi enak enak main game atau nonton film, klu bukan karna enak belanja disini udh di hapus ini apk, lagi main game iklan shopee langsung tiba tiba masuk ke apk shopee nya, game jadi di ulang lagi sumpah itu ngeselin banget",iklan rangin lama lama bikin emosi klu enak enak main game nonton film klu bukan enak belanja sini hapus main game iklan langsung tiba tiba masuk game jadi ulang sumpah ngeselin banget,1,Negatif,2026-05-14 01:25:00,53,32,0
saat ini sangat memuaskan tak perlu keluar di sjh sdh dtg sendiri brgx,sangat muas tak perlu keluar sjh dtg sendiri brgx,5,Positif,2026-05-14 01:23:01,13,9,0
"nyebelin banget ini iklan asli, iklan apk ini doang yg bnr bnr ganggu",nyebelin banget iklan asli iklan doang bnr bnr ganggu,1,Negatif,2026-05-14 01:07:06,13,9,1
"Foto produk di branda depan tidak bisa di klik, yang bisa di klik cuma yang ada vidionya saja.",foto produk branda depan tidak klik klik cuma vidionya,3,Netral,2026-05-14 01:04:28,18,9,3
"tolong buat yang belum mencairkan Spay pinjam, tolong jangan dicairkan, nanti kamu menyesal kalo mencairkan, tiba"" ada tagihan goib dari S paylater",buat belum cair spay pinjam jangan cair kamu sesal kalau cair tiba tagih goib paylater,1,Negatif,2026-05-14 01:02:34,22,15,0
sangat memuaskan belanja di aplikasi shopee,sangat muas belanja,5,Positif,2026-05-14 00:52:44,6,3,0
sangat baik lho,sangat baik lho,5,Positif,2026-05-14 00:47:16,3,3,0
"dulu saya kasih bintang 3 sekarang saya turunin lagi menjadi bintang 2 gara2 setiap di buka langsung masuk video sangat mengangu, padahal orang kalo buka Shopee kan untuk belanja bukan untuk nonton video ngerti nggak",dulu kasih bintang sekarang turunin jadi bintang gara buka langsung masuk video sangat mengangu padahal orang kalau buka kan belanja bukan nonton video ngerti tidak,2,Negatif,2026-05-14 00:47:00,35,25,0
shope sangat membatu jga memudahkan wat kebutuhan,sangat batu jga mudah wat butuh,5,Positif,2026-05-14 00:45:44,7,6,0
"jasa kirimnya semakin lama semakin buruk,, lambat sekali dalam pengiriman barangnya. ngasih estimasinya juga gak kira-kira terlalu lama.buruk",jasa kirim makin lama makin buruk lambat sekali kirim barang ngasih estimasi tidak kira kira terlalu lama buruk,1,Negatif,2026-05-14 00:41:10,18,18,0
"luar biasa , terjamin , sangat mmbantu.",luar biasa jamin sangat mmbantu,5,Positif,2026-05-14 00:34:36,7,5,0
ada yang bisa beritahu cara bayar pakai saldo dana e-walet/QR dana (newbie),beritahu cara bayar pakai saldo dana walet qr dana newbie,5,Positif,2026-05-14 00:29:16,12,10,0
"2 Kali kena pembatalan gara-gara Toko g segera proses, sangat mengecewakan",kali kena batal gara gara toko segera proses sangat kecewa,1,Negatif,2026-05-14 00:27:22,11,10,0
shopee pusat Perbelanjaan Yang Sangat mudah,pusat belanja sangat mudah,5,Positif,2026-05-14 00:26:54,6,4,0
"Sangat membantu, produk banyak pilihan, selalu ada diskon dan gratis ongkir. Pokoknya mah top markotoplah.",sangat bantu produk banyak pilih selalu diskon gratis ongkos kirim pokok mah top markotoplah,5,Positif,2026-05-14 00:22:38,15,14,0
sangat bagus untuk belanja di shopy,sangat bagus belanja shopy,5,Positif,2026-05-14 00:10:52,6,4,0
kampreeetttt.......,kampreeetttt,1,Negatif,2026-05-14 00:05:20,1,1,1
"aplikasi yg sangat membantu kita mendapatkankebutuhan yg tidak ada di daerah kita, dan jarang nemu seler yg gak amanah... walau pernah dapat seler yg gitu... tapi gak nyesel kok pakai Shopee... sangat sangat membantu deh... apalagi ada paylater n spinjam🫰",sangat bantu mendapatkankebutuhan tidak daerah jarang nemu seler tidak amanah pernah seler gitu tidak nyesel kok pakai sangat sangat bantu paylater spinjam,5,Positif,2026-05-14 00:04:51,40,22,0
Kurang responsif,kurang responsif,1,Negatif,2026-05-14 00:04:12,2,2,0
"pemakaian pertama kali biasa nya lebih murah,suka sekali dengan shopee Indonesia ini,luar biasa best",pakai pertama kali biasa lebih murah suka sekali indonesia luar biasa best,5,Positif,2026-05-14 00:04:03,14,12,0
makasih,terima kasih,5,Positif,2026-05-14 00:03:31,1,2,0
untuk shope tolong orderan instan jangan di gabung gabung ke driver pesan pagi datang sore instan itu barang urgent pengen cepet sampai pake prioritas sama saja bayar lebih mahal tapi tetep di gabung dulu pelayanan cepat sekarang kok malah di gabung gabung Al hasil kadang pesan pagi datang sore atau malem,order instan jangan gabung gabung driver pesan pagi datang sore instan barang urgent ken cepat pake prioritas sama bayar lebih mahal tetep gabung dulu layan cepat sekarang kok malah gabung gabung al hasil kadang pesan pagi datang sore malem,5,Positif,2026-05-14 00:02:57,51,39,0
Puas belanja di shopee,puas belanja,5,Positif,2026-05-14 00:00:24,4,2,0
saya kalau ada promo 100% baru instal Shopee.. kalau gak ada hapus lah shopee terlalu banyak #BUG hp berat,kalau promo baru instal kalau tidak hapus terlalu banyak hp berat,5,Positif,2026-05-13 23:58:53,19,11,1
aplikasi belanja online yg baik hemat dan efektif.sangat memuaskan.,belanja online baik hemat efektif sangat muas,5,Positif,2026-05-13 23:55:01,9,7,0
kasih bintang 1,kasih bintang,1,Negatif,2026-05-13 23:54:43,3,2,0
"driver shopefoodnya ga sopan bangat sumpah, masa yang begitu bisa lolos jadi dirver parah ini shope asal terima dirver .",driver shopefoodnya tidak sopan bangat sumpah masa lolos jadi dirver buruk asal terima dirver,1,Negatif,2026-05-13 23:51:37,20,14,0
"Min, ini setelah update tombol flashsale nya mana oit? kok gada lagiii",min update tombol flashsale mana oit kok gada lagiii,2,Negatif,2026-05-13 23:50:24,12,9,0
mantaf,mantaf,5,Positif,2026-05-13 23:49:07,1,1,0
gatel,gatel,1,Negatif,2026-05-13 23:47:39,1,1,0
ok sangat membantu,sangat bantu,5,Positif,2026-05-13 23:47:38,3,2,0
Semua keperluan jadi lebih mudah didapatkan,semua perlu jadi lebih mudah dapat,5,Positif,2026-05-13 23:42:06,6,6,0
shopee murah dan bagus,murah bagus,5,Positif,2026-05-13 23:42:05,4,2,0
"lama, barang hilang, iklannya bikin emosi. buka aplikasi lain malah shopee yg keluar, iklan dah banyak malah ngeganggu pula pas buka aplikasi buat belajar atau main, bintang satu lahh nih aplikasi",lama barang hilang iklan bikin emosi buka malah keluar iklan dah banyak malah ngeganggu pas buka buat ajar main bintang satu lahh,1,Negatif,2026-05-13 23:41:45,31,22,0
"saya pernah mengajukan pinjaman di sp pinjam beberapa kali, selalu bayar sebelum jatuh tempo. bahkan pernah melunasi sebelum tenor. namun, angsuran terakhir pada pinjaman terakhir ada keterlambatan 2-3 hari. setelah itu pengajuan saya tidak pernah disetujui lagi.. apakah ada syarat untuk bisa disetujui lagi pengajuan pinjaman saya?",pernah aju pinjam sp pinjam beberapa kali selalu bayar jatuh tempo bahkan pernah lunas tenor angsur akhir pinjam akhir lambat hari aju tidak pernah tuju syarat tuju aju pinjam,3,Netral,2026-05-13 23:39:15,47,29,0
bisa gaksih kalok malam² pas aku main itu jangan mindahin ke shopee kan jadi keganggu!.. jangan lagi ya mi,gaksih kalok malam pas main jangan mindahin kan jadi ganggu jangan mi,3,Netral,2026-05-13 23:38:15,19,12,0
"aku sebenarnya suka bangeg belanja di shopee tapi pliss lah iklan nya jangan maksa banget kadang keganggu loh lagi nonton lagi main game jugaa tiba2 masuk ke akun shopee nyaa bikin risih juga,iyaa tau banyak promo tapi jangan maksa tiba² masuk ke aplikasi dong ganggu ajaa risih tau coba tolong kalo iklanin jangan terlalu berlebihan yg ada juga risih orang jadinya sebel banget heran gak pencet juga tiba2 masuk shopee lagi nonton gak jelas bangettttt",benar suka bangeg belanja pliss iklan jangan maksa banget kadang ganggu loh nonton main game jugaa tiba masuk akun nyaa bikin risih iyaa tau banyak promo jangan maksa tiba masuk ganggu ajaa risih tau coba kalau iklanin jangan terlalu lebih risih orang jadi sebel banget heran tidak pencet tiba masuk nonton tidak jelas bangettttt,5,Positif,2026-05-13 23:37:08,75,54,1
bagus bngt👍👍,bagus banget,5,Positif,2026-05-13 23:33:39,2,2,0
mantap aplikasi shopee aplikasi berguna banget .sukses selalu,bagus guna banget sukses selalu,5,Positif,2026-05-13 23:29:29,8,5,0
bagus dalam pengunaan,bagus pengunaan,5,Positif,2026-05-13 23:24:12,3,2,0
menarik tapi minta nambah 🫣,tarik minta nambah,5,Positif,2026-05-13 23:23:56,5,3,0
aplikasi ngga jelas setiap mau co mlah ngga bisa klo blom update ngga bisa co apa2 padahal masuk aplikasi ny ngga di kasih tau harus update,tidak jelas mau co mlah tidak kalau belum update tidak co apa padahal masuk ny tidak kasih tau update,1,Negatif,2026-05-13 23:23:20,26,19,0
